"Yil
Year";"Il
Province";"Toplam
Total";Yas grubu Age group;;;;;;;;;;;;;;;
2008;Gumuşhane;  4;0;  3;0;0;0;  1;0;0;0;0;0;0;0;0;;
2008;Hakkari;  7;  3;  2;  2;0;0;0;0;0;0;0;0;0;0;0;;
2008;Hatay;  30;  1;  5;  7;  1;  5;  2;  2;  1;  2;  1;  1;0;0;  2;;
2008;isparta;  18;0;  3;  1;  2;  1;  2;0;  2;  3;  1;  1;0;0;  2;;
2008;Mersin;  95;  1;  14;  10;  9;  6;  5;  7;  7;  3;  3;  3;  3;  2;  6;;
2008;İstanbul;  370;  5;  27;  41;  50;  35;  40;  44;  29;  20;  9;  8;  11;  9;  14;;
2008;İzmir;  172;0;  19;  17;  21;  22;  11;  11;  14;  12;  9;  10;  5;  7;  12;;
2008;Kars;  29;  2;  8;  7;  3;  3;  2;  1;0;  2;0;0;0;0;  1;;
2008;Kastamonu;  22;0;  2;0;  2;  1;  2;  4;  3;  1;  3;0;  1;  1;  2;;
2008;Kayseri;  46;  2;  7;  10;  6;0;  2;  4;  2;  2;  1;  2;  1;0;  1;;
2008;Kirklareli;  17;  1;  4;  1;  2;0;  2;0;0;  2;0;  1;  2;  1;  1;;
2008;Kirşehir;  15;0;  1;  4;0;  3;  2;0;  1;  2;  1;0;  1;0;0;;
2008;Kocaeli;  48;0;  4;  5;  5;  5;  5;  1;  3;  2;  2;  3;  5;0;  4;;
2008;Konya;  77;  2;  6;  9;  13;  8;  6;  5;  10;  3;  1;  3;  5;  1;  2;;
2008;Kutahya;  30;0;  1;  1;  2;  3;  3;  2;  3;  2;  4;  2;  1;  2;  2;;
2008;Malatya;  30;0;0;  5;  3;  2;  5;  1;  2;  2;  1;  1;  2;0;0;;
2008;Manisa;  61;  1;  4;  8;  4;  8;  7;  3;  4;  3;  3;  1;  2;  2;  6;;
2008;Kahramanmaraş;  37;  2;  9;  1;  2;  1;  2;  2;  1;  3;  1;  1;0;  6;  6;;
2008;Mardin;  22;  3;  3;  4;  5;  2;  1;  1;  1;0;0;0;0;0;  2;;
2008;Mugla;  38;  1;  2;  5;  3;  6;  4;  3;  3;  1;  5;  1;  1;  1;  2;;
2008;Muş;  13;  1;  4;  5;0;  1;0;  1;  1;0;0;0;0;0;0;;
2008;Nevşehir;  14;  1;  1;  3;0;0;  3;  1;  1;  1;  1;0;0;0;  1;;
2008;Nigde;  10;  1;  2;0;  2;  1;0;  2;  1;0;0;0;0;0;0;;
2008;Ordu;  30;0;  6;  3;  1;  1;0;  3;  3;  4;  3;0;  1;  2;  2;;
2008;Rize;  17;0;  4;  2;  2;  2;  2;0;0;  1;  2;0;0;  1;  1;;
2008;Sakarya;  24;0;  3;  4;  1;  4;  3;  1;0;  3;  1;  2;0;  1;  1;;
2008;Samsun;  46;  2;  5;  1;  5;  5;  6;  6;  2;  4;  2;  4;  1;0;  2;;
2008;Siirt;  12;0;  4;  1;  1;0;  2;  1;0;  2;0;0;0;0;0;;
2008;Sinop;  14;0;  1;  1;  3;0;  1;  1;  1;  1;0;  3;  1;0;0;;
2008;Sivas;  22;  1;  3;  2;  3;  1;  2;  1;  3;  4;0;0;0;0;  1;;
2008;Tekirdag;  45;0;  5;  4;  7;  3;  2;  4;  1;  2;  3;  1;  3;  2;  3;;
2008;Tokat;  30;  3;  5;  4;  1;  3;  2;0;  2;0;  1;0;  3;  3;  2;;
2008;Trabzon;  17;0;0;  2;  2;  1;0;  3;  4;  1;  1;  1;0;  1;  1;;
2008;Tunceli;  5;  1;0;0;0;0;0;0;0;0;0;  1;  1;0;  2;;
2008;Şanliurfa;  69;  4;  27;  10;  9;  3;  4;  2;  4;0;0;  1;0;  2;0;;
2008;Uşak;  17;  1;  1;  2;  4;  1;  2;  3;0;0;0;0;0;  1;  2;;
2008;Van;  59;  10;  16;  14;  5;  6;  1;  3;  1;  2;0;0;  1;0;0;;
2008;Yozgat;  11;0;0;  4;0;  1;  1;  1;  1;0;  2;0;0;  1;0;;
2008;Zonguldak;  15;0;  1;  1;  2;  1;  2;0;  1;0;  1;0;  1;0;  1;;
2008;Aksaray;  16;  1;  5;  1;  3;  1;  1;  1;  2;0;0;0;0;  1;0;;
2008;Bayburt;  3;0;0;0;  1;0;0;0;0;0;0;0;0;0;  2;;
2008;Karaman;  9;  1;  1;  2;0;  1;  1;  1;0;  1;0;  1;0;0;0;;
2008;Kirikkale;  9;  1;  1;  1;  1;  1;0;0;  2;0;0;0;  1;0;  1;;
2008;Batman;  29;  2;  9;  7;  3;  3;  4;0;0;0;  1;0;0;0;0;;
2008;Şirnak;  7;0;  4;  1;  2;0;0;0;0;0;0;0;0;0;0;;
2008;Bartin ;  13;0;0;  4;  2;  2;  1;0;0;0;  2;  1;  1;0;0;;
2008;Ardahan;  7;0;  2;  1;  1;0;0;  1;0;0;0;0;0;  1;  1;;
2008;igdir;  13;  1;  3;  2;0;  3;  1;  1;0;0;0;0;0;0;  1;;
2008;Yalova;  5;0;0;0;  1;0;0;0;0;  3;  1;0;0;0;0;;
2008;Karabuk;  7;0;0;  2;  1;0;0;0;0;  1;0;0;  1;  1;0;;
2008;Kilis ;  8;0;0;  2;  1;  1;0;  1;  1;0;0;0;  1;0;  1;;
2008;Osmaniye;  13;  1;  3;  3;  1;0;  1;  1;0;  1;  1;0;0;0;  1;;
2008;Duzce;  9;0;  2;0;  1;0;  1;0;  1;0;0;  1;0;  1;  2;;
2007;Turkiye; 2 793;  92;  358;  332;  367;  237;  208;  205;  191;  156;  113;  86;  79;  60;  129;;
2007;Adana;  70;  2;  4;  12;  6;  7;  4;  1;  6;  3;  3;  3;  1;0;  3;;
2007;Adiyaman;  16;  1;  6;  1;  4;0;0;0;  1;  1;0;0;0;0;  1;;
2007;Afyonkarahisar;  17;0;0;  2;  4;  1;0;  1;0;  4;  1;0;  1;0;  2;;
2007;Agri;  23;  5;  3;  6;  2;0;  2;0;  1;0;  1;0;0;0;  1;;
2007;Amasya;  7;0;0;  1;  1;0;  1;0;  2;  2;0;0;0;0;0;;
2007;Ankara;  181;  2;  13;  22;  21;  17;  24;  16;  17;  15;  7;  3;  3;  3;  10;;
2007;Antalya;  107;  4;  16;  15;  13;  7;  6;  9;  7;  3;  5;  4;  2;  2;  2;;
2007;Artvin;  28;0;  6;  3;  5;  3;  4;  1;  2;  1;0;0;0;0;  2;;
2007;Aydin;  55;  2;0;  1;  11;  3;  3;  8;  5;  6;  4;  3;  2;  4;  2;;
2007;Balikesir;  55;0;  4;  6;  6;  1;  9;  3;  4;  3;  6;  2;  5;  1;  4;;
2007;Bilecik;  13;  1;  2;0;0;  1;  2;0;  2;0;0;  1;  1;0;  1;;
2007;Bingol;  12;  1;0;  3;  1;  2;  3;0;0;0;0;  1;0;0;0;;
2007;Bitlis;  14;0;  1;  3;  1;0;0;0;  1;0;0;0;0;0;0;;
2007;Bolu;  17;0;  2;  6;  5;0;0;  2;  1;  1;0;0;0;0;0;;
2007;Burdur;  15;0;0;  1;  3;  1;  2;0;  2;0;  1;  1;  1;  1;0;;
2007;Bursa;  69;  2;  2;  8;  9;  5;  7;  6;  4;  3;  3;  6;  1;  3;  4;;
2007;canakkale;  36;0;  6;  4;  7;  3;  2;0;  2;  5;  3;0;  3;  1;0;;
2007;cankiri;  6;0;0;  1;0;  1;0;  2;  1;0;0;  1;0;0;0;;
2007;corum;  18;0;  1;  3;  3;  1;  1;0;  3;  1;  2;  2;0;0;  1;;
2007;Denizli;  43;0;0;  3;  4;  3;  2;  12;  2;  2;  1;  3;  3;  1;  5;;
2007;Diyarbakir;  68;  8;  22;  13;  11;  2;  3;  1;  2;0;  1;  1;  1;0;  1;;
2007;Edirne;  11;0;  2;  1;0;  1;  1;  1;  1;0;0;  1;0;  2;  1;;
2007;Elazig;  23;  3;  4;  2;  1;  3;  2;  1;  2;0;  2;  1;  1;  1;0;;
2007;Erzincan;  6;0;  1;0;  1;0;0;  1;0;  1;0;0;0;  1;0;;
2007;Erzurum;  24;  3;  8;  3;  2;  1;  3;0;  1;0;0;0;  1;0;  1;;
2007;Eskişehir;  38;0;  6;  2;  3;  2;  3;  6;  6;  5;  1;  1;0;  2;  1;;
2007;Gaziantep;  43;  1;  10;  5;  3;  2;  4;  8;  3;  1;  1;  1;  1;0;  1;;
2007;Giresun;  13;  1;  5;0;0;  1;0;  1;  1;0;  2;0;  1;0;0;;
2007;Gumuşhane;  3;0;0;0;  2;0;0;0;0;0;0;0;0;0;0;;
2007;Hakkari;  8;  2;  2;  3;  1;0;0;0;0;0;0;0;0;0;0;;
2007;Hatay;  36;0;  7;  2;  2;  5;  2;  4;  2;  3;  1;0;  3;  1;  1;;
2007;isparta;  20;  1;  1;  4;  3;  1;  2;  2;0;  2;0;0;  1;  2;  1;;
2007;Mersin;  54;0;  9;  4;  5;  5;  8;  4;  4;  1;  1;  2;  4;  1;  1;;
2007;İstanbul;  392;  5;  37;  48;  63;  51;  38;  30;  23;  21;  10;  9;  11;  6;  13;;
2007;İzmir;  159;  1;  11;  10;  17;  14;  11;  19;  14;  23;  7;  6;  4;  4;  11;;
2007;Kars;  20;0;  3;  5;  3;  2;  4;  1;0;0;0;  1;0;0;0;;
2007;Kastamonu;  21;0;  1;  2;  3;  3;0;  1;  2;  1;  1;  1;  3;0;  3;;
2007;Kayseri;  29;0;  5;  6;  6;  4;  2;  1;  2;  1;0;0;0;0;  1;;
2007;Kirklareli;  25;0;  2;  2;  2;  5;0;0;  2;  3;  1;0;0;  3;  3;;
2007;Kirşehir;  20;  1;  1;  1;  4;  4;  1;  2;  3;  1;  1;0;0;0;  1;;
2007;Kocaeli;  44;0;  5;  9;  6;  6;  1;0;  1;  2;  3;  2;  1;  1;  2;;
2007;Konya;  85;  1;  9;  12;  10;  8;  8;  7;  6;  6;  4;  4;  2;  4;  3;;
2007;Kutahya;  34;0;  3;  5;  3;  3;  2;  4;  4;  3;0;  3;  1;  1;0;;
2007;Malatya;  24;  1;  3;  1;  4;  3;  2;  1;  1;  1;  1;0;0;0;  1;;
2007;Manisa;  48;  1;  2;  5;  8;  4;  2;  6;  4;  4;  2;  1;0;0;  3;;
2007;Kahramanmaraş;  30;  3;  9;  2;  3;  1;  1;0;  2;  1;  1;0;  1;0;  5;;
2007;Mardin;  16;  2;  2;  3;  4;  2;  1;0;  1;0;0;0;  1;0;0;;
2007;Mugla;  31;0;  3;  4;  2;  1;  5;0;  1;  2;  4;  2;0;  2;  3;;
2007;Muş;  20;  3;  3;  6;  4;  2;  1;0;0;0;0;0;0;0;0;;
2007;Nevşehir;  11;0;  3;  2;  4;0;0;0;0;0;0;0;  1;  1;0;;
2007;Nigde;  15;0;  1;  1;  1;0;  1;  3;0;  3;  1;  1;0;0;0;;
2007;Ordu;  29;0;  2;  1;  4;  2;  2;  1;  4;  3;  1;  4;  1;  2;  1;;
2007;Rize;  11;0;  3;  3;  2;  1;  1;0;  1;0;0;0;0;0;0;;
2007;Sakarya;  33;0;  4;  2;  4;  3;0;  2;  5;  3;  4;  2;  2;  2;0;;
2007;Samsun;  72;  2;  18;  9;  9;  9;  1;  3;  3;  3;  5;  2;  4;0;  3;;
2007;Siirt;  29;  4;  5;  3;  7;  4;0;0;  1;0;0;0;0;0;0;;
2007;Sinop;  10;  1;0;0;  1;0;0;  2;  3;0;0;0;0;0;  2;;
2007;Sivas;  33;  1;  2;  3;  4;  1;  1;  2;  5;  2;  2;  1;  1;  3;  4;;
2007;Tekirdag;  45;  1;  7;  1;  4;  3;  2;  4;  6;  1;  1;  1;  4;  2;  3;;
2007;Tokat;  27;  2;  6;  2;  2;0;  1;  2;  1;0;0;0;0;0;  1;;
2007;Trabzon;  24;0;  7;0;  1;  2;  1;  2;  4;  3;  1;0;0;0;  2;;
2007;Tunceli;  2;0;  2;0;0;0;0;0;0;0;0;0;0;0;0;;
2007;Şanliurfa;  57;  8;  13;  11;  5;  2;  3;  2;  1;0;  2;  2;  1;0;  1;;
2007;Uşak;  17;0;  1;  1;  1;  1;  3;  1;0;0;  3;  2;0;0;  3;;
2007;Van;  47;  7;  16;  7;  6;  4;  3;0;  1;0;  1;0;  1;0;0;;
2007;Yozgat;  11;0;0;  1;  2;  1;  2;  1;0;0;  2;0;0;0;  2;;
2007;Zonguldak;  34;0;  1;  4;  4;  3;  2;  5;  2;  5;  1;0;  2;0;  4;;
2007;Aksaray;  13;0;  1;  1;  5;  1;0;  2;0;0;  1;0;0;0;  1;;
2007;Bayburt;  1;0;0;0;0;  1;0;0;0;0;0;0;0;0;0;;
2007;Karaman;  14;  1;0;  2;  3;  1;  1;  3;0;0;  2;  1;0;0;0;;
2007;Kirikkale;  10;0;0;  1;  1;  2;  1;  1;0;0;  1;  1;  1;0;  1;;
2007;Batman;  20;  1;  4;  6;  5;0;  1;  1;0;0;  1;0;0;0;0;;
2007;Şirnak;  12;  1;  4;  2;  1;0;0;0;  1;  1;0;0;0;0;  1;;
2007;Bartin ;  13;0;  3;0;  2;0;  1;0;  1;0;0;0;  1;  2;  3;;
2007;Ardahan;  5;  1;  2;0;0;0;0;0;0;0;0;  1;0;0;  1;;
2007;igdir;  8;  2;  2;  1;  2;0;0;0;  1;0;0;0;0;0;0;;
2007;Yalova;  5;0;  1;0;0;0;0;  2;0;0;  1;  1;0;0;0;;
2007;Karabuk;  7;0;  1;  1;  1;  2;0;0;0;0;  2;0;0;0;0;;
2007;Kilis ;  2;0;0;  1;0;0;0;  1;0;0;0;0;0;0;0;;
2007;Osmaniye;  19;  2;  5;  4;  2;0;  2;  2;0;0;0;0;0;  1;  1;;
2007;Duzce;  10;  1;  2;  1;  2;  2;0;  1;0;0;0;  1;0;0;0;;
2006;Turkiye; 2 829;  77;  394;  384;  329;  247;  201;  214;  174;  169;  128;  86;  74;  54;  119;;
2006;Adana;  86;  3;  12;  11;  13;  5;  6;  4;  6;  3;  8;0;  2;  1;  3;;
2006;Adiyaman;  18;0;  3;  4;0;  1;  1;  1;  2;  1;  1;0;0;  2;0;;
2006;Afyonkarahisar;  34;  1;  3;  6;  3;  2;  4;  3;  1;  2;0;  4;  3;0;  2;;
2006;Agri;  24;  1;  4;  4;  4;  2;0;  1;  2;  4;0;0;0;0;0;;
2006;Amasya;  9;  1;  1;  1;0;0;  1;  3;  1;0;  1;0;0;0;0;;
2006;Ankara;  166;  4;  19;  19;  25;  19;  11;  20;  11;  11;  4;  8;  2;  1;  9;;
2006;Antalya;  99;0;  15;  23;  12;  11;  5;  6;  6;  5;  4;  4;  2;0;  2;;
2006;Artvin;  9;0;0;  3;  1;0;  3;0;  1;0;0;0;  1;0;0;;
2006;Aydin;  59;0;  6;  7;  4;  10;  4;  6;  6;  2;  1;  6;  2;0;  3;;
2006;Balikesir;  53;0;  7;  6;  6;  5;  1;  4;  7;  1;  6;  2;  3;0;  4;;
2006;Bilecik;  5;0;  1;0;0;0;0;  1;0;0;0;0;  1;  1;  1;;
2006;Bingol;  15;0;  5;  4;  1;0;  1;  1;  1;  1;0;0;  1;0;0;;
2006;Bitlis;  10;  2;  5;  1;0;0;0;0;0;0;  1;0;0;0;0;;
2006;Bolu;  12;0;  2;  3;  3;  2;0;0;  1;  1;0;0;0;0;0;;
2006;Burdur;  19;  1;  3;  1;  2;0;  1;  3;0;  1;  1;0;0;  2;  3;;
2006;Bursa;  83;  1;  11;  9;  3;  8;  3;  6;  8;  6;  4;  4;  4;  3;  7;;
2006;canakkale;  31;0;  2;  2;  4;0;  3;  3;  3;  2;  4;  3;0;  1;  4;;
2006;cankiri;  6;0;0;  1;  1;0;  1;  1;0;0;0;  1;0;0;0;;
2006;corum;  21;0;  2;  2;0;  4;0;  2;  3;  2;  1;  1;  1;  1;0;;
2006;Denizli;  44;  1;  5;  7;  6;  6;  1;  1;  3;  2;  1;  2;  3;  1;  3;;
2006;Diyarbakir;  49;  4;  15;  8;  4;  3;  3;  2;  3;0;  1;0;0;0;  1;;
2006;Edirne;  25;0;  2;  1;  4;  2;  1;  1;  2;  4;  2;0;  1;  1;  1;;
2006;Elazig;  28;  1;  6;  2;  7;  2;  2;  1;  2;0;  1;0;0;0;  4;;
2006;Erzincan;  8;0;0;  1;  1;0;0;0;  1;  3;0;0;  1;0;  1;;
2006;Erzurum;  23;0;  4;  4;  1;  3;  1;  2;  3;0;  1;  1;  1;0;  1;;
2006;Eskişehir;  38;0;  4;  2;  5;  3;  6;  3;  7;  1;  1;0;  4;  1;  1;;
2006;Gaziantep;  25;0;  8;0;  4;  1;  3;0;0;  2;  1;  1;0;0;  1;;
2006;Giresun;  15;0;  1;0;  3;  2;  1;  3;  2;  1;  1;0;0;0;  1;;
2006;Gumuşhane;  5;0;0;  2;  1;0;0;0;0;  1;0;0;  1;0;0;;
2006;Hakkari;  8;  3;  4;0;0;0;0;0;  1;0;0;0;0;0;0;;
2006;Hatay;  29;0;  3;  9;  1;  2;  2;  1;  3;  2;  2;0;  1;  1;0;;
2006;isparta;  19;0;  1;  1;  4;0;  3;  1;  3;0;  3;0;0;  1;  1;;
2006;Mersin;  62;  1;  7;  6;  10;  5;  4;  3;  8;  2;  2;  2;  1;  3;  1;;
2006;İstanbul;  362;  4;  31;  45;  48;  43;  29;  25;  21;  30;  24;  6;  8;  2;  10;;
2006;İzmir;  145;  4;  17;  12;  23;  12;  10;  11;  11;  10;  5;  4;  3;  8;  3;;
2006;Kars;  31;0;  8;  6;  8;  2;  2;  2;0;0;0;  1;0;0;  1;;
2006;Kastamonu;  19;0;  1;0;  5;  2;  3;0;  1;  1;  1;0;  1;  1;  2;;
2006;Kayseri;  46;  2;  5;  6;  6;  5;  5;  6;  3;  1;  1;  1;0;0;  2;;
2006;Kirklareli;  15;0;  1;  1;  2;0;  1;  1;  2;  1;  3;  1;  1;  1;0;;
2006;Kirşehir;  8;0;  1;  2;  1;0;  1;  2;0;0;0;  1;0;0;0;;
2006;Kocaeli;  46;0;  4;  8;  5;  1;  6;  5;0;  4;  3;  3;  1;  2;  2;;
2006;Konya;  70;  3;  13;  10;  5;  4;  6;  8;  2;  6;  2;  3;  3;  2;  3;;
2006;Kutahya;  23;  1;  2;  3;  2;  2;0;  2;0;0;  2;  2;  2;  1;  1;;
2006;Malatya;  32;  1;  6;  5;  5;  1;  3;  2;  1;  2;0;  1;0;0;  3;;
2006;Manisa;  57;  2;  5;  5;  1;  3;  4;  4;  6;  3;  7;  4;  2;  2;  4;;
2006;Kahramanmaraş;  34;  2;  5;  3;  3;  2;  4;  3;  1;  3;  1;  1;0;  1;  4;;
2006;Mardin;  23;  3;  5;  6;  5;  1;  1;0;0;0;0;0;0;  1;0;;
2006;Mugla;  44;0;  3;  2;  3;  5;  6;  6;0;  7;  2;  5;  1;0;  4;;
2006;Muş;  29;  3;  9;  5;  4;  2;  1;  2;0;  1;0;  1;0;0;0;;
2006;Nevşehir;  11;0;  1;  1;  1;  1;  1;0;  1;0;0;  3;0;  1;  1;;
2006;Nigde;  12;0;  2;  1;  1;  2;  1;0;  2;  1;0;0;  1;0;0;;
2006;Ordu;  62;  2;  10;  9;  7;  3;  8;  4;0;  7;  2;  1;  1;0;  2;;
2006;Rize;  19;0;  3;  2;  2;  3;  2;0;  1;  1;  1;0;0;0;0;;
2006;Sakarya;  34;0;  3;  5;  7;  2;0;  2;  3;  7;  1;0;0;  1;0;;
2006;Samsun;  55;  2;  9;  11;  5;  6;  5;  1;  1;  1;  1;  1;  2;  2;  4;;
2006;Siirt;  12;  1;  4;0;  2;0;  1;  2;0;  2;0;0;0;0;0;;
2006;Sinop;  14;  1;  1;  2;  3;0;  1;  2;0;0;0;  1;0;  1;  1;;
2006;Sivas;  30;0;  1;  4;  3;0;  3;  3;  4;  3;  1;0;  1;  1;  4;;
2006;Tekirdag;  42;  2;  7;0;  3;  5;  4;  4;  2;  3;  1;0;  3;  2;  2;;
2006;Tokat;  19;  1;  3;  3;  2;  2;  2;  2;  1;  2;  1;0;0;0;0;;
2006;Trabzon;  20;0;  1;  1;  3;  1;  4;  1;  2;  1;  2;0;  1;0;0;;
2006;Tunceli;  8;0;  2;0;  1;  2;0;0;0;0;  1;0;  1;0;  1;;
2006;Şanliurfa;  58;  4;  12;  12;  6;  6;  1;  4;  2;  1;  1;0;0;  1;0;;
2006;Uşak;  9;0;  2;  1;0;  2;0;  1;0;0;  2;0;  1;0;0;;
2006;Van;  90;  11;  24;  22;  10;  5;  1;  5;  3;0;0;0;  1;0;  1;;
2006;Yozgat;  13;0;  1;0;  1;  1;  1;0;  2;  2;  1;  3;0;0;0;;
2006;Zonguldak;  33;0;  1;  6;  4;  2;  2;  3;  1;  3;  4;0;  3;  2;  2;;
2006;Aksaray;  10;  1;  1;0;0;  3;  2;  2;0;0;0;0;0;0;0;;
2006;Bayburt;  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2006;Karaman;  14;0;  3;  6;  1;  1;0;0;0;0;0;  1;0;0;  2;;
2006;Kirikkale;  20;0;  4;  3;0;  5;0;  3;0;  1;  1;  1;0;0;  1;;
2006;Batman;  25;  2;  7;  7;  2;  1;  1;  1;  2;  1;  1;0;0;0;0;;
2006;Şirnak;  10;  1;  4;  1;0;  1;  1;  1;0;  1;0;0;0;0;0;;
2006;Bartin ;  19;0;0;  3;  1;  1;  3;  2;0;  1;  1;0;0;  1;  3;;
2006;Ardahan;  10;0;  3;  3;  1;  1;0;  2;0;0;0;0;0;0;0;;
2006;igdir;  7;0;  1;0;  1;  3;0;0;  1;  1;0;0;0;0;0;;
2006;Yalova;  5;0;0;  1;0;0;0;0;  1;0;  1;0;0;0;  2;;
2006;Karabuk;  3;0;0;  1;0;0;0;  1;0;0;0;0;0;0;0;;
2006;Kilis ;  6;0;  1;  1;0;  1;0;  1;0;0;0;  1;0;  1;0;;
2006;Osmaniye;  25;0;  5;  8;  2;  4;  1;  3;0;0;  1;  1;0;0;0;;
2006;Duzce;  13;0;  1;  1;  1;0;  2;  2;0;  1;  1;0;  2;0;0;;
2005;Turkiye; 2 703;  74;  358;  401;  324;  246;  178;  180;  194;  142;  110;  90;  81;  57;  109;;
2005;Adana;  92;  6;  10;  12;  19;  6;  6;  8;  4;  3;  3;0;  4;  3;  1;;
2005;Adiyaman;  15;0;  2;  6;  1;0;  1;  1;0;  1;0;0;0;0;  1;;
2005;Afyonkarahisar;  28;  1;  3;  4;  3;  1;0;0;  9;  1;  2;  2;0;0;  1;;
2005;Agri;  29;  3;  7;  8;  3;  5;0;  1;0;  1;0;0;0;0;0;;
2005;Amasya;  14;0;0;  2;  2;  3;0;  1;  2;0;  1;0;  1;  1;0;;
2005;Ankara;  163;0;  20;  16;  22;  20;  12;  15;  17;  11;  5;  4;  3;  3;  7;;
2005;Antalya;  56;0;  12;  11;  7;  5;  5;  2;  2;  3;  2;  1;  1;0;  1;;
2005;Artvin;  25;0;  2;  7;  5;  4;  1;0;  1;  2;0;0;0;0;  1;;
2005;Aydin;  60;  1;  5;  5;  6;  9;  5;  5;  4;  4;  4;  2;  5;  2;  3;;
2005;Balikesir;  60;0;  7;  8;  5;  3;  4;  6;  3;  7;  3;  4;  4;0;  6;;
2005;Bilecik;  7;0;  1;0;  1;0;0;  1;0;  1;0;0;  2;  1;0;;
2005;Bingol;  10;  2;  1;0;  3;  1;  1;0;  1;  1;0;0;0;0;0;;
2005;Bitlis;  8;  1;  2;  1;  1;0;  1;  2;0;0;0;0;0;0;0;;
2005;Bolu;  12;0;  1;  2;  2;  2;0;  1;0;0;  1;0;  1;  1;  1;;
2005;Burdur;  17;0;  2;0;  2;  3;  2;0;  1;  2;  1;  2;  1;0;0;;
2005;Bursa;  98;  1;  9;  12;  13;  5;  18;  9;  8;  4;  5;  4;  4;  4;  2;;
2005;canakkale;  27;0;  1;  2;  4;  2;  7;0;  4;  1;  2;0;  2;  1;  1;;
2005;cankiri;  3;0;0;0;0;  1;0;0;0;0;0;0;0;  1;  1;;
2005;corum;  19;0;  3;  6;  1;  3;0;0;  2;  1;0;  1;  1;  1;0;;
2005;Denizli;  31;0;0;  6;  2;  2;  4;  3;  3;  3;  3;  2;0;0;  2;;
2005;Diyarbakir;  43;  3;  17;  7;  6;  4;0;  2;  1;  1;  2;0;0;0;0;;
2005;Edirne;  21;0;  2;0;0;  2;  1;  1;  4;  1;  2;  1;  3;  2;  2;;
2005;Elazig;  24;  2;  3;  4;  4;  3;0;0;  3;0;0;  1;0;0;  4;;
2005;Erzincan;  10;0;  1;0;  2;  1;  1;0;  1;  1;0;0;0;  1;  2;;
2005;Erzurum;  24;  2;  5;  7;  1;  1;0;  1;  1;  2;  2;  1;  1;0;0;;
2005;Eskişehir;  31;0;  3;  3;  3;  2;  5;  3;  3;  2;  1;  2;  2;0;  2;;
2005;Gaziantep;  59;  6;  11;  11;  6;  7;  5;  6;  1;  1;  2;  1;0;0;0;;
2005;Giresun;  16;0;  2;  2;  2;  2;  2;  2;  2;0;0;0;0;  1;0;;
2005;Gumuşhane;  5;  1;  1;0;  1;0;0;0;0;0;0;0;  1;0;  1;;
2005;Hakkari;  5;0;  3;  2;0;0;0;0;0;0;0;0;0;0;0;;
2005;Hatay;  29;  1;  4;  5;  5;  1;  2;0;  1;  1;  4;  1;  2;0;0;;
2005;isparta;  16;0;  1;  3;  2;  2;0;  3;0;  2;  1;0;  1;0;0;;
2005;Mersin;  78;  1;  15;  9;  3;  6;  4;  9;  6;  3;  4;  2;0;  2;  3;;
2005;İstanbul;  334;  3;  27;  47;  37;  33;  23;  29;  31;  17;  17;  10;  5;  8;  14;;
2005;İzmir;  159;  2;  16;  17;  20;  15;  12;  8;  22;  9;  8;  9;  5;  2;  8;;
2005;Kars;  26;0;  8;  4;  5;  3;  1;  1;0;  1;0;  1;0;0;0;;
2005;Kastamonu;  19;0;0;  1;  2;  1;  3;  1;0;  1;  4;0;0;  2;  4;;
2005;Kayseri;  24;0;  3;  8;  2;  1;0;  2;  2;  1;  1;0;  1;0;  2;;
2005;Kirklareli;  19;0;0;  4;  3;  3;  1;  1;0;  2;0;0;  1;  1;0;;
2005;Kirşehir;  9;0;  1;  1;  1;  1;  1;0;  2;  1;0;  1;0;0;0;;
2005;Kocaeli;  38;  1;  3;  7;  7;  4;  1;  2;  3;  4;  1;  1;  3;0;  1;;
2005;Konya;  61;  3;  8;  12;  6;  3;  3;  3;  5;  5;  3;  5;  2;  1;  1;;
2005;Kutahya;  25;0;  2;  2;  2;  1;  5;0;  3;  1;  3;0;  2;0;  1;;
2005;Malatya;  32;  1;  3;  4;  4;  6;  1;0;  4;0;  1;  3;0;  1;  2;;
2005;Manisa;  81;  3;  9;  8;  9;  14;  5;  6;  4;  3;  3;  2;  1;  2;  5;;
2005;Kahramanmaraş;  30;  1;  9;  2;  3;  3;  2;  1;  1;  4;0;0;  1;0;  2;;
2005;Mardin;  16;  1;  4;  4;0;0;  3;  1;  1;  1;0;0;0;0;0;;
2005;Mugla;  95;  4;  8;  15;  15;  6;  4;  9;  8;  2;  2;  7;  3;  7;  2;;
2005;Muş;  21;0;  8;  3;  2;  3;0;  1;0;  1;0;0;0;0;0;;
2005;Nevşehir;  14;  1;  1;0;  3;  1;0;  2;0;  2;0;  1;  2;  1;0;;
2005;Nigde;  8;  1;  2;  1;0;  2;  1;0;  1;0;0;0;0;0;0;;
2005;Ordu;  77;0;  14;  18;  12;  2;  2;  3;  2;  5;  2;  3;  1;  1;0;;
2005;Rize;  18;  2;  5;  1;  3;  2;  1;0;0;0;  2;0;0;0;0;;
2005;Sakarya;  16;0;  1;  1;  1;  4;  1;0;  1;  2;  2;0;0;0;  2;;
2005;Samsun;  46;  3;  5;  6;  5;  3;  2;  3;  3;  1;  2;  3;  3;  1;  3;;
2005;Siirt;  17;  3;  2;  4;  4;0;0;  1;0;0;0;  1;0;0;0;;
